DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,GETHOM,GETMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,OCUHOM,OCUMUJ
Zacapa,Zacapa,Marzo,2012.0,5.0,Marzo,Zacapa,Zacapa,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Electricistas de obras y afines,Estudiante
Guatemala,Mixco,Junio,2013.0,23.0,Octubre,Guatemala,Mixco,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Electricistas de obras y afines,Estudiante
Guatemala,Amatitlán,Julio,2012.0,18.0,Mayo,Guatemala,Mixco,Ignorado,Ignorado,Ignorado,No indigena,Guatemala,Guatemala,Ignorado,Ignorado,Electricistas de obras y afines,Estudiante
Escuintla,Escuintla,Julio,2012.0,5.0,Marzo,Escuintla,Escuintla,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Mecánicos y ajustadores electricistas,Estudiante
Guatemala,San Juan Sacatepéquez,Septiembre,2012.0,19.0,Enero,Guatemala,Guatemala,33.0,Ignorado,No indigena,Ignorado,Guatemala,Guatemala,Primaria,Ignorado,"Carniceros, pescaderos y afines",Estudiante
Guatemala,Santa Catarina Pinula,Enero,2013.0,20.0,Octubre,Guatemala,Guatemala,35.0,32.0,Ignorado,No indigena,Guatemala,Guatemala,Ignorado,Ignorado,"Panaderos, pasteleros y confiteros",Estudiante
Guatemala,Guatemala,Junio,2012.0,10.0,Mayo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Panaderos, pasteleros y confiteros",Estudiante
Quetzaltenango,Coatepeque,Junio,2012.0,30.0,Mayo,Quetzaltenango,Coatepeque,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Panaderos, pasteleros y confiteros",Estudiante
Guatemala,Mixco,Marzo,2013.0,16.0,Octubre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Panaderos, pasteleros y confiteros",Estudiante
Quetzaltenango,Quetzaltenango,Abril,2012.0,24.0,Febrero,Quetzaltenango,Quetzaltenango,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Zapateros y afines,Estudiante
Guatemala,Guatemala,Enero,2013.0,9.0,Mayo,Guatemala,Villa Nueva,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Zapateros y afines,Estudiante
Zacapa,Zacapa,Octubre,2012.0,20.0,Septiembre,Zacapa,Zacapa,45.0,44.0,No indigena,No indigena,Guatemala,Guatemala,Ignorado,Ignorado,Zapateros y afines,Estudiante
Guatemala,Villa Canales,Julio,2012.0,18.0,Junio,Guatemala,Villa Canales,33.0,33.0,No indigena,No indigena,Guatemala,Guatemala,Diversificado,Ignorado,Operadores de telares y otras máquinas tejedoras,Estudiante
Alta Verapaz,Cobán,Noviembre,2012.0,24.0,Agosto,Alta Verapaz,Cobán,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Operadores de telares y otras máquinas tejedoras,Estudiante
Guatemala,Guatemala,Marzo,2012.0,18.0,Enero,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Operadores de telares y otras máquinas tejedoras,Estudiante
Chimaltenango,Comalapa,Agosto,2012.0,24.0,Abril,Chimaltenango,Comalapa,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Operadores de telares y otras máquinas tejedoras,Estudiante
Guatemala,Guatemala,Marzo,2012.0,8.0,Febrero,Guatemala,Guatemala,25.0,24.0,No indigena,No indigena,Guatemala,Guatemala,Diversificado,Diversificado,Operadores de máquinas y de instalaciones fijas no clasificados bajo otros epígrafes,Estudiante
Guatemala,Guatemala,Enero,2013.0,8.0,Octubre,Escuintla,Escuintla,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Operadores de máquinas y de instalaciones fijas no clasificados bajo otros epígrafes,Estudiante
Quetzaltenango,Coatepeque,Octubre,2012.0,7.0,Junio,Quetzaltenango,Coatepeque,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ignorado,"Conductores de automóviles, taxis y camionetas",Estudiante
Alta Verapaz,Cobán,Septiembre,2012.0,5.0,Julio,Alta Verapaz,Cobán,42.0,37.0,No indigena,Indigena,Guatemala,Guatemala,Primaria,Ignorado,"Conductores de automóviles, taxis y camionetas",Estudiante
Alta Verapaz,Cobán,Julio,2012.0,2.0,Febrero,Alta Verapaz,Cobán,45.0,42.0,Ignorado,No indigena,Guatemala,Guatemala,Básico,Básico,"Conductores de automóviles, taxis y camionetas",Estudiante
Alta Verapaz,Cobán,Agosto,2012.0,8.0,Febrero,Alta Verapaz,Cobán,45.0,42.0,Ignorado,No indigena,Guatemala,Guatemala,Básico,Básico,"Conductores de automóviles, taxis y camionetas",Estudiante
Quiche,Sacapulas,Abril,2013.0,13.0,Noviembre,Quiche,Nebaj,29.0,19.0,No indigena,Indigena,Guatemala,Guatemala,Básico,Ninguna,"Conductores de automóviles, taxis y camionetas",Estudiante
Huehuetenango,Colotenango,Enero,2013.0,22.0,Noviembre,Huehuetenango,Huehuetenango,36.0,26.0,No indigena,No indigena,Guatemala,Guatemala,Básico,Básico,"Conductores de automóviles, taxis y camionetas",Estudiante
Guatemala,Guatemala,Septiembre,2012.0,16.0,Febrero,Guatemala,Guatemala,30.0,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Diversificado,Ignorado,"Conductores de automóviles, taxis y camionetas",Estudiante
Huehuetenango,Huehuetenango,Septiembre,2012.0,20.0,Junio,Huehuetenango,Huehuetenango,33.0,25.0,Ignorado,No indigena,Guatemala,Guatemala,Diversificado,Primaria,"Conductores de automóviles, taxis y camionetas",Estudiante
Guatemala,Guatemala,Junio,2012.0,24.0,Abril,Guatemala,Guatemala,34.0,22.0,No indigena,No indigena,Guatemala,Guatemala,Diversificado,Básico,"Conductores de automóviles, taxis y camionetas",Estudiante
Sacatepequez,Jocotenango,Noviembre,2012.0,20.0,Agosto,Sacatepequez,Antigua Guatemala,30.0,24.0,No indigena,No indigena,Guatemala,Guatemala,Ignorado,Ignorado,"Conductores de automóviles, taxis y camionetas",Estudiante
Guatemala,Guatemala,Enero,2013.0,8.0,Octubre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Conductores de automóviles, taxis y camionetas",Estudiante
Guatemala,Guatemala,Febrero,2013.0,10.0,Julio,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Conductores de automóviles, taxis y camionetas",Estudiante
Guatemala,Guatemala,Febrero,2013.0,21.0,Agosto,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Conductores de automóviles, taxis y camionetas",Estudiante
Guatemala,Guatemala,Febrero,2013.0,26.0,Octubre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Conductores de automóviles, taxis y camionetas",Estudiante
Solola,San Marcos la Laguna,Enero,2013.0,24.0,Octubre,Solola,Santiago Atitlán,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Conductores de automóviles, taxis y camionetas",Estudiante
Quetzaltenango,Coatepeque,Octubre,2012.0,3.0,Julio,Quetzaltenango,Coatepeque,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Conductores de automóviles, taxis y camionetas",Estudiante
Chiquimula,Chiquimula,Mayo,2012.0,7.0,Febrero,Chiquimula,Chiquimula,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Ignorado,Ignorado,"Conductores de automóviles, taxis y camionetas",Estudiante
Guatemala,Mixco,Mayo,2012.0,20.0,Febrero,Guatemala,Mixco,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Conductores de automóviles, taxis y camionetas",Estudiante
Guatemala,Guatemala,Julio,2012.0,4.0,Junio,Guatemala,Guatemala,57.0,Ignorado,No indigena,Ignorado,Guatemala,Guatemala,Básico,Ignorado,Conductores de camiones pesados,Estudiante
Sacatepequez,Santa Lucía Milpas Altas,Julio,2012.0,22.0,Junio,Guatemala,Guatemala,31.0,21.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Conductores de camiones pesados,Estudiante
Guatemala,Guatemala,Abril,2012.0,27.0,Marzo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Conductores de camiones pesados,Estudiante
San Marcos,Nuevo Progreso,Diciembre,2012.0,26.0,Octubre,Quetzaltenango,Coatepeque,31.0,Ignorado,No indigena,Ignorado,Guatemala,Guatemala,Ninguna,Ignorado,Peones de explotaciones agrícolas,Estudiante
Jalapa,Jalapa,Mayo,2012.0,15.0,Marzo,Jalapa,Jalapa,28.0,18.0,No indigena,Ignorado,Guatemala,Guatemala,Ninguna,Ninguna,Peones de explotaciones agrícolas,Estudiante
Santa Rosa,Casillas,Junio,2012.0,15.0,Marzo,Santa Rosa,Casillas,28.0,18.0,No indigena,Ignorado,Guatemala,Guatemala,Ninguna,Ninguna,Peones de explotaciones agrícolas,Estudiante
Guatemala,Villa Nueva,Abril,2013.0,21.0,Noviembre,Guatemala,Villa Nueva,32.0,27.0,Indigena,No indigena,Guatemala,Guatemala,Primaria,Ignorado,Peones de explotaciones agrícolas,Estudiante
Escuintla,Santa Lucía Cotzumalguapa,Febrero,2013.0,21.0,Noviembre,Escuintla,Santa Lucía Cotzumalguapa,29.0,21.0,No indigena,No indigena,Guatemala,Guatemala,Ignorado,Primaria,Peones de explotaciones agrícolas,Estudiante
Suchitepequez,Mazatenango,Enero,2013.0,10.0,Diciembre,Suchitepequez,Mazatenango,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Peones de explotaciones agrícolas,Estudiante
Suchitepequez,Patulul,Abril,2012.0,20.0,Marzo,Escuintla,Santa Lucía Cotzumalguapa,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Peones de explotaciones agrícolas,Estudiante
Guatemala,Villa Nueva,Diciembre,2012.0,26.0,Septiembre,Guatemala,Villa Nueva,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Peones de explotaciones agrícolas,Estudiante
Santa Rosa,Barberena,Diciembre,2012.0,23.0,Octubre,Santa Rosa,Cuilapa,Ignorado,Ignorado,No indigena,No indigena,Guatemala,Guatemala,Ignorado,Diversificado,Peones de explotaciones agrícolas,Estudiante
Izabal,Puerto Barrios,Marzo,2012.0,9.0,Marzo,Izabal,Puerto Barrios,38.0,32.0,No indigena,No indigena,Guatemala,Guatemala,Ignorado,Primaria,Peones de explotaciones agrícolas,Estudiante
Guatemala,San Juan Sacatepéquez,Agosto,2012.0,30.0,Mayo,Guatemala,Guatemala,27.0,24.0,Indigena,Ignorado,Guatemala,Guatemala,Básico,Diversificado,Peones de la construcción de edificios,Estudiante
Guatemala,Guatemala,Febrero,2013.0,26.0,Abril,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Peones de la construcción de edificios,Estudiante
Guatemala,Amatitlán,Marzo,2012.0,28.0,Febrero,Guatemala,Amatitlán,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Peones de la construcción de edificios,Estudiante
Sacatepequez,Alotenango,Mayo,2012.0,29.0,Marzo,Sacatepequez,Antigua Guatemala,18.0,27.0,No indigena,Ignorado,Guatemala,Guatemala,Primaria,Ignorado,Peones de carga,Estudiante
Guatemala,Guatemala,Julio,2012.0,30.0,Abril,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Peones de carga,Estudiante
Guatemala,Guatemala,Noviembre,2012.0,19.0,Septiembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Vendedores ambulantes (excluyendo de comida),Estudiante
Guatemala,Guatemala,Febrero,2013.0,16.0,Noviembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Perú,Guatemala,Ignorado,Ignorado,Ocupaciones elementales no clasificadas bajo otros epígrafes,Estudiante
Quetzaltenango,Salcajá,Diciembre,2012.0,20.0,Septiembre,Quetzaltenango,Quetzaltenango,24.0,Ignorado,No indigena,Ignorado,Guatemala,Guatemala,Básico,Ignorado,Oficios domésticos no remunerados,Estudiante
Guatemala,Guatemala,Marzo,2012.0,12.0,Enero,Guatemala,Guatemala,44.0,39.0,Ignorado,Ignorado,Bolivia,Nicaragua,Ninguna,Ninguna,Estudiante,Estudiante
Zacapa,Zacapa,Abril,2012.0,1.0,Marzo,Zacapa,Zacapa,Ignorado,Ignorado,Ignorado,Ignorado,Colombia,Guatemala,Ninguna,Ignorado,Estudiante,Estudiante
Guatemala,Guatemala,Junio,2013.0,23.0,Enero,Guatemala,Guatemala,26.0,25.0,Ignorado,No indigena,El Salvador,Guatemala,Ninguna,Universitario,Estudiante,Estudiante
Guatemala,Villa Nueva,Mayo,2012.0,30.0,Marzo,Guatemala,Villa Nueva,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ninguna,Estudiante,Estudiante
Guatemala,Guatemala,Enero,2013.0,8.0,Junio,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ignorado,Estudiante,Estudiante
Guatemala,Guatemala,Mayo,2012.0,11.0,Abril,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ninguna,Estudiante,Estudiante
Guatemala,Guatemala,Agosto,2012.0,19.0,Julio,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ninguna,Estudiante,Estudiante
Totonicapan,Totonicapán,Diciembre,2012.0,4.0,Octubre,Quetzaltenango,Quetzaltenango,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ninguna,Estudiante,Estudiante
Suchitepequez,Cuyotenango,Octubre,2012.0,22.0,Agosto,Retalhuleu,Retalhuleu,Ignorado,22.0,Ignorado,No indigena,Guatemala,Guatemala,Ninguna,Básico,Estudiante,Estudiante
Guatemala,Guatemala,Mayo,2012.0,23.0,Abril,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ninguna,Estudiante,Estudiante
Guatemala,Guatemala,Agosto,2012.0,31.0,Mayo,Guatemala,Guatemala,Ignorado,Ignorado,No indigena,No indigena,Guatemala,Guatemala,Ninguna,Ninguna,Estudiante,Estudiante
Guatemala,Guatemala,Octubre,2012.0,7.0,Mayo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ninguna,Estudiante,Estudiante
Suchitepequez,Chicacao,Abril,2012.0,28.0,Marzo,Suchitepequez,Chicacao,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ninguna,Estudiante,Estudiante
Guatemala,Guatemala,Mayo,2012.0,7.0,Marzo,Guatemala,Guatemala,21.0,21.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ninguna,Estudiante,Estudiante
Santa Rosa,Oratorio,Abril,2012.0,1.0,Febrero,Jutiapa,Jutiapa,22.0,21.0,Ignorado,No indigena,Guatemala,Guatemala,Ninguna,Diversificado,Estudiante,Estudiante
Escuintla,Tiquisate,Agosto,2012.0,7.0,Junio,Escuintla,Santa Lucía Cotzumalguapa,22.0,18.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ninguna,Estudiante,Estudiante
Chimaltenango,Patzún,Mayo,2012.0,13.0,Marzo,Chimaltenango,Chimaltenango,23.0,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ignorado,Estudiante,Estudiante
Retalhuleu,Champerico,Abril,2012.0,26.0,Marzo,Retalhuleu,Retalhuleu,23.0,23.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ninguna,Estudiante,Estudiante
Guatemala,Guatemala,Noviembre,2012.0,11.0,Septiembre,Guatemala,Guatemala,24.0,24.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ninguna,Estudiante,Estudiante
Chimaltenango,Chimaltenango,Agosto,2012.0,15.0,Mayo,Chimaltenango,Chimaltenango,24.0,22.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ignorado,Estudiante,Estudiante
Santa Rosa,Barberena,Junio,2012.0,12.0,Marzo,Santa Rosa,Cuilapa,24.0,22.0,No indigena,No indigena,Guatemala,Guatemala,Ninguna,Universitario,Estudiante,Estudiante
Quetzaltenango,Quetzaltenango,Abril,2012.0,17.0,Enero,Quetzaltenango,Quetzaltenango,24.0,24.0,Ignorado,No indigena,Guatemala,Guatemala,Ninguna,Diversificado,Estudiante,Estudiante
Izabal,Puerto Barrios,Noviembre,2012.0,18.0,Septiembre,Izabal,Puerto Barrios,24.0,24.0,No indigena,No indigena,Guatemala,Guatemala,Ninguna,Ninguna,Estudiante,Estudiante
Izabal,Puerto Barrios,Diciembre,2012.0,6.0,Diciembre,Izabal,Puerto Barrios,24.0,23.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ninguna,Estudiante,Estudiante
Chiquimula,Chiquimula,Marzo,2012.0,31.0,Enero,Chiquimula,Chiquimula,24.0,23.0,No indigena,No indigena,Guatemala,Guatemala,Ninguna,Ninguna,Estudiante,Estudiante
Peten,Poptún,Junio,2012.0,25.0,Mayo,Peten,Poptún,24.0,24.0,Indigena,No indigena,Guatemala,Guatemala,Ninguna,Ninguna,Estudiante,Estudiante
Guatemala,Guatemala,Abril,2012.0,22.0,Marzo,Guatemala,Guatemala,25.0,21.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ninguna,Estudiante,Estudiante
Guatemala,Guatemala,Junio,2012.0,9.0,Marzo,Guatemala,Guatemala,25.0,24.0,Ignorado,No indigena,Guatemala,Guatemala,Ninguna,Diversificado,Estudiante,Estudiante
Guatemala,Guatemala,Agosto,2012.0,27.0,Junio,Guatemala,Guatemala,25.0,26.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ninguna,Estudiante,Estudiante
Guatemala,Guatemala,Diciembre,2012.0,16.0,Agosto,Guatemala,Guatemala,25.0,27.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ninguna,Estudiante,Estudiante
Guatemala,Guatemala,Abril,2012.0,16.0,Enero,Guatemala,Guatemala,26.0,23.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ninguna,Estudiante,Estudiante
Guatemala,Guatemala,Agosto,2012.0,24.0,Abril,Guatemala,Guatemala,26.0,24.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ninguna,Estudiante,Estudiante
Guatemala,Guatemala,Septiembre,2012.0,10.0,Julio,Guatemala,Guatemala,26.0,27.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ignorado,Estudiante,Estudiante
Quetzaltenango,Quetzaltenango,Mayo,2012.0,5.0,Marzo,Quetzaltenango,Quetzaltenango,26.0,30.0,No indigena,No indigena,Guatemala,Guatemala,Ninguna,Ignorado,Estudiante,Estudiante
Quetzaltenango,Quetzaltenango,Septiembre,2012.0,27.0,Julio,Quetzaltenango,Quetzaltenango,26.0,23.0,No indigena,Indigena,Guatemala,Guatemala,Ninguna,Ninguna,Estudiante,Estudiante
Retalhuleu,Retalhuleu,Mayo,2012.0,2.0,Abril,Retalhuleu,Retalhuleu,26.0,24.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ninguna,Estudiante,Estudiante
Jutiapa,Jutiapa,Julio,2012.0,16.0,Mayo,Jutiapa,Jutiapa,26.0,20.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ninguna,Estudiante,Estudiante
Guatemala,Mixco,Diciembre,2012.0,27.0,Marzo,Guatemala,Mixco,26.0,26.0,Ignorado,No indigena,Guatemala,Guatemala,Ninguna,Básico,Estudiante,Estudiante
El Progreso,Guastatoya,Enero,2013.0,4.0,Junio,El Progreso,Guastatoya,27.0,23.0,Ignorado,No indigena,Guatemala,Guatemala,Ninguna,Universitario,Estudiante,Estudiante
Suchitepequez,Chicacao,Abril,2012.0,22.0,Febrero,Suchitepequez,Chicacao,27.0,27.0,Indigena,No indigena,Guatemala,Guatemala,Ninguna,Universitario,Estudiante,Estudiante
Guatemala,Villa Nueva,Marzo,2012.0,28.0,Febrero,Guatemala,Villa Nueva,27.0,21.0,No indigena,No indigena,Guatemala,Guatemala,Ninguna,Ninguna,Estudiante,Estudiante
Guatemala,Guatemala,Marzo,2013.0,8.0,Octubre,Guatemala,Guatemala,28.0,30.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ignorado,Estudiante,Estudiante
El Progreso,Sanarate,Enero,2013.0,28.0,Diciembre,El Progreso,Guastatoya,28.0,25.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ninguna,Estudiante,Estudiante
Sacatepequez,Antigua Guatemala,Noviembre,2012.0,20.0,Agosto,Sacatepequez,Antigua Guatemala,28.0,24.0,No indigena,No indigena,Guatemala,Guatemala,Ninguna,Ninguna,Estudiante,Estudiante
Retalhuleu,Retalhuleu,Noviembre,2012.0,18.0,Octubre,Totonicapan,Totonicapán,28.0,20.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Universitario,Estudiante,Estudiante
San Marcos,San Marcos,Agosto,2012.0,12.0,Junio,Guatemala,Mixco,28.0,25.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ninguna,Estudiante,Estudiante
Quetzaltenango,Colomba,Diciembre,2012.0,5.0,Septiembre,Quetzaltenango,Coatepeque,28.0,23.0,No indigena,No indigena,Guatemala,Guatemala,Ninguna,Universitario,Estudiante,Estudiante
Guatemala,Guatemala,Marzo,2013.0,15.0,Noviembre,Guatemala,Guatemala,29.0,28.0,Ignorado,No indigena,Guatemala,Guatemala,Ninguna,Universitario,Estudiante,Estudiante
Escuintla,Tiquisate,Marzo,2012.0,7.0,Febrero,Suchitepequez,Mazatenango,29.0,24.0,No indigena,No indigena,Guatemala,Guatemala,Ninguna,Ninguna,Estudiante,Estudiante
Suchitepequez,Mazatenango,Septiembre,2012.0,19.0,Julio,Suchitepequez,Mazatenango,29.0,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ignorado,Estudiante,Estudiante
San Marcos,San Marcos,Junio,2013.0,24.0,Septiembre,San Marcos,San Marcos,29.0,29.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ninguna,Estudiante,Estudiante
Quiche,Santa Cruz del Quiché,Junio,2012.0,25.0,Abril,Quiche,Santa Cruz del Quiché,29.0,32.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ninguna,Estudiante,Estudiante
Alta Verapaz,Fray Bartolomé de las Casas,Noviembre,2012.0,11.0,Mayo,Alta Verapaz,Cobán,29.0,26.0,No indigena,No indigena,Guatemala,Guatemala,Ninguna,Básico,Estudiante,Estudiante
Zacapa,Zacapa,Enero,2013.0,15.0,Noviembre,Zacapa,Zacapa,29.0,27.0,No indigena,No indigena,Guatemala,Guatemala,Ninguna,Ignorado,Estudiante,Estudiante
Chiquimula,Chiquimula,Junio,2013.0,7.0,Agosto,Chiquimula,Chiquimula,29.0,26.0,No indigena,No indigena,Guatemala,Guatemala,Ninguna,Universitario,Estudiante,Estudiante
Guatemala,Guatemala,Mayo,2012.0,13.0,Marzo,Guatemala,Guatemala,31.0,37.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ninguna,Estudiante,Estudiante
Guatemala,Guatemala,Julio,2012.0,20.0,Junio,Guatemala,Guatemala,31.0,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ignorado,Estudiante,Estudiante
Sacatepequez,Pastores,Noviembre,2012.0,2.0,Noviembre,Sacatepequez,Antigua Guatemala,31.0,25.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ninguna,Estudiante,Estudiante
Guatemala,Guatemala,Febrero,2012.0,18.0,Enero,Guatemala,Guatemala,32.0,27.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ninguna,Estudiante,Estudiante
Guatemala,San José del Golfo,Julio,2012.0,14.0,Junio,Guatemala,Guatemala,32.0,31.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ninguna,Estudiante,Estudiante
Guatemala,Villa Nueva,Diciembre,2012.0,10.0,Octubre,Guatemala,Villa Nueva,32.0,27.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguna,Ninguna,Estudiante,Estudiante
Guatemala,Guatemala,Octubre,2012.0,16.0,Agosto,Guatemala,Guatemala,33.0,30.0,Ignorado,No indigena,Guatemala,Guatemala,Ninguna,Diversificado,Estudiante,Estudiante
Sacatepequez,San Miguel Dueñas,Diciembre,2012.0,12.0,Octubre,Sacatepequez,Antigua Guatemala,33.0,25.0,No indigena,No indigena,Guatemala,Guatemala,Ninguna,Ninguna,Estudiante,Estudiante
Jalapa,Jalapa,Enero,2013.0,14.0,Diciembre,Jutiapa,Jutiapa,33.0,32.0,Ignorado,No indigena,Guatemala,Guatemala,Ninguna,Diversificado,Estudiante,Estudiante
